timestamp,T7,T8,TP7,TP8,P7,P5,P3,Pz,P4,P6,P8,PO7,PO5,PO3,POz,PO4,PO6,PO8,O1,Oz,O2,trigger
1765795735.9582121,80.16415405273438,97.24251556396484,-69.22583770751953,-17.111909866333008,-72.81854248046875,55.9027099609375,86.26835632324219,36.198211669921875,-21.85285186767578,-80.13153076171875,25.452804565429688,60.1777458190918,85.57186126708984,-35.04435348510742,99.46649932861328,-24.692718505859375,-62.49142074584961,37.00620651245117,79.996826171875,2.708976984024048,-41.220279693603516,0.0
1765795735.9631376,-10.019149780273438,-62.47011947631836,-99.23651123046875,57.54023361206055,75.44744873046875,72.3355941772461,18.973726272583008,-91.50399780273438,83.61661529541016,-39.570430755615234,86.19942474365234,-83.18513488769531,-39.68985366821289,24.649158477783203,-28.02214813232422,83.25375366210938,84.25894927978516,40.73541259765625,-90.15003967285156,-82.29634094238281,-17.486703872680664,0.0
1765795735.9673321,50.24516677856445,-48.6234245300293,-62.15254211425781,-7.484251976013184,-51.90870666503906,-55.838558197021484,76.54744720458984,-64.63121032714844,6.1523823738098145,-13.050368309020996,-78.34620666503906,80.58940124511719,-86.5571060180664,-8.697342872619629,93.69528198242188,-42.469818115234375,30.007333755493164,21.71311378479004,-93.07920837402344,55.85928726196289,-97.25281524658203,0.0
1765795735.9718413,-29.002849578857422,-48.91752243041992,-36.962833404541016,86.22418212890625,-95.51307678222656,-69.32343292236328,-88.46864318847656,-51.794700622558594,91.62250518798828,6.886036396026611,-1.2735788822174072,-34.45829391479492,42.34592819213867,-67.39400482177734,55.96589660644531,-45.760284423828125,26.67386817932129,10.253913879394531,82.03284454345703,-90.56201934814453,-16.512683868408203,0.0
1765795735.9761856,-95.09717559814453,10.5374174118042,61.71101379394531,-65.61224365234375,37.531028747558594,-15.143026351928711,56.31436538696289,-49.9418830871582,-38.47459411621094,29.681886672973633,-64.05744934082031,50.86767578125,-1.2646934986114502,49.78536605834961,-93.55463409423828,83.8265609741211,57.85063552856445,29.58368492126465,-76.51702117919922,-52.092247009277344,-7.993595123291016,0.0
1765795735.9803066,-9.570575714111328,41.987022399902344,34.52375030517578,-85.16561889648438,70.68683624267578,23.83560562133789,3.9994444847106934,-69.8526611328125,-85.74950408935547,-96.3648681640625,-71.55998229980469,58.743350982666016,-10.090130805969238,81.6115493774414,8.632474899291992,-21.662691116333008,62.4305305480957,-78.74932861328125,60.53160095214844,-60.16218948364258,1.2750377655029297,0.0
1765795735.984646,71.64180755615234,-68.91085815429688,-91.50433349609375,-66.54651641845703,4.215763568878174,82.2955551147461,-34.52479553222656,97.49974822998047,-70.11246490478516,-97.29985046386719,-39.128700256347656,88.48147583007812,76.19264221191406,-42.34870529174805,-30.519054412841797,-63.3630485534668,19.508861541748047,-35.271915435791016,21.364988327026367,-88.95524597167969,-43.13131332397461,0.0
1765795735.9889426,70.78155517578125,64.9013442993164,-46.86915969848633,27.428232192993164,-22.04273223876953,-46.3211784362793,64.0296401977539,-49.093990325927734,42.94376754760742,63.375797271728516,-45.51844024658203,33.18775939941406,11.840412139892578,-68.932373046875,-68.78751373291016,75.3846435546875,68.36051940917969,-1.958674669265747,73.11414337158203,-63.19898986816406,-6.9157633781433105,0.0
1765795735.9934561,76.3377456665039,73.03575897216797,12.176257133483887,32.2274169921875,-38.155147552490234,31.4447021484375,-94.31196594238281,-95.52680969238281,0.8429459929466248,-59.256690979003906,1.8761937618255615,70.66586303710938,-68.18711853027344,-2.239300489425659,79.43090057373047,6.980724811553955,-93.42469024658203,-34.38446807861328,36.96995544433594,13.741986274719238,-67.25257110595703,0.0
1765795735.997782,-68.20339965820312,68.3565902709961,49.34341049194336,21.454750061035156,95.88863372802734,68.43817138671875,-75.57232666015625,43.138221740722656,29.277421951293945,10.786395072937012,-83.39530944824219,-80.5328140258789,17.51948356628418,-90.8458023071289,-86.88114166259766,-75.79222106933594,26.356943130493164,92.40775299072266,6.056392192840576,-21.32434844970703,21.474018096923828,0.0
